,diceuterus,dicetuomor
IA-Ax-T2-19-001112_IM13.png,0.9871026613218069,0.7427131115728659
IA-Ax-T2-19-002162_IM13.png,0.9799042507075693,0.974249277733579
IA-Ax-T2-19-005810_IM19.png,0.9918634348010096,0.954803485414946
IA-Ax-T2-19-005903_IM14.png,0.965943059573444,0.9502532728401052
IA-Ax-T2-19-007058_IM10.png,0.9455228520796337,0.9373596005145335
IA-Ax-T2-19-007195_IM16.png,0.9871680532379602,0.9534407640086925
IA-Ax-T2-19-007195_IM17.png,0.9881254640337204,0.8612952857669696
IA-Ax-T2-19-008354_IM12.png,0.9720068136000133,0.9460985458395714
IA-Ax-T2-19-008354_IM13.png,0.9610853027189081,0.9583884201343079
IA-Ax-T2-19-009810_IM14.png,0.9702976821133421,0.9422582127592385
IA-Ax-T2-19-013907_IM17.png,0.9630230031704985,0.9598047437270719
IA-Ax-T2-19-013907_IM18.png,0.9596217676268699,0.9806663187639036
IA-Ax-T2-19-014141_IM13.png,0.9652713987584123,0.940398566126205
IA-Ax-T2-19-014319_IM14.png,0.9635486754186745,0.9618182113565258
IA-Ax-T2-19-014319_IM15.png,0.9787867016583714,0.9637268060476595
IA-Ax-T2-19-017719_IM7.png,0.9581111727791343,0.9707045873965857
IA-Ax-T2-19-017719_IM8.png,0.9795338098333785,0.975179596930855
IA-Ax-T2-19-018359_IM8.png,0.9815547286499263,0.9173418408423287
IA-Ax-T2-19-019021_IM13.png,0.88304225188764,0.8805633670310558
IA-Ax-T2-19-019021_IM22.png,0.8500382789638348,0.9515698754135327
IA-Ax-T2-19-020706_IM6.png,0.9826365045043397,0.9563017324359337
IA-Ax-T2-19-020706_IM7.png,0.9690351328264054,0.9616074466516119
IA-Ax-T2-19-023713_IM15.png,0.9890122327654817,0.9613817597871771
IA-Ax-T2-19-023713_IM16.png,0.9692876472290949,0.9608029937455574
IB-Ax-DWI-19-042582_IM15.png,0.9634922970319498,0.8813137566654292
IB-Ax-DWI-19-049796_IM14.png,0.9544373590668379,0.9179249102208088
IB-Ax-DWI-19-051013_IM12.png,0.9746528351237421,0.9755774404466957
IB-Ax-DWI-20-000920_IM12.png,0.9737681569023993,0.9585356590214338
IB-Ax-DWI-20-001353_IM6.png,0.9887485769203642,0.9551408809136648
IB-Ax-DWI-20-003940_IM12.png,0.9630505805781178,0.9743719027536102
IB-Ax-DWI-20-003940_IM13.png,0.9691223350744703,0.9747947713335205
IB-Ax-DWI-20-006122_IM11.png,0.985312818582178,0.9823886353199344
IB-Ax-DWI-20-009203_IM16.png,0.9670875595269063,0.9241606590399869
IB-Ax-DWI-20-010774_IM9.png,0.965404799060808,0.8924331306118003
IB-Ax-DWI-20-011821_IM2.png,0.9773751506699216,0.7008904166759969
IB-Ax-DWI-20-024177_IM14.png,0.9646485306867754,0.9758929515583759
IB-Ax-DWI-20-026094_IM10.png,0.9491141162685183,0.9276400496093085
IB-Ax-DWI-20-027040_IM13.png,0.949478965783513,0.9749274557302285
IB-Ax-DWI-20-028568_IM12.png,0.9743884709277457,0.9154535914301192
IB-Ax-DWI-20-030780_IM16.png,0.983700692702442,0.8978252320124862
IB-Ax-T2-19-042582_IM15.png,0.9578581797537015,0.891548197052607
IB-Ax-T2-19-049796_IM14.png,0.9621067059453622,0.9064543038033135
IB-Ax-T2-19-051013_IM12.png,0.9760522610643289,0.9160677952875125
IB-Ax-T2-20-000920_IM12.png,0.9533288225457274,0.9102539566713476
IB-Ax-T2-20-001353_IM6.png,0.9819480132994294,0.8663217891924602
IB-Ax-T2-20-003940_IM12.png,0.9785338709951286,0.9464062420318747
IB-Ax-T2-20-003940_IM13.png,0.9793063702304516,0.9534530255560577
IB-Ax-T2-20-006122_IM11.png,0.9794874590281875,0.9816890533674814
IB-Ax-T2-20-009203_IM16.png,0.6549164584020817,0.5874899779015639
IB-Ax-T2-20-010774_IM9.png,0.9695006486315835,0.1439602927167213
IB-Ax-T2-20-011821_IM3.png,0.966501164085101,0.9170389311733755
IB-Ax-T2-20-024177_IM14.png,0.9646442938080302,0.9722917499357199
IB-Ax-T2-20-026094_IM23.png,0.9798012135908823,0.9425056003502235
IB-Ax-T2-20-027040_IM13.png,0.9687980293299183,0.9499157961085215
IB-Ax-T2-20-028568_IM12.png,0.9869669636250694,0.8979789214009217
IB-Ax-T2-20-030780_IM16.png,0.9798979458823351,0.9613790113701636
Sag-IA-16-033963_IM12.png,0.9322827632712751,0.8526814173871282
Sag-IA-18-039773_IM9.png,0.9641981591619547,0.8681280836149213
Sag-IA-18-043435_IM5.png,0.9638024106563087,0.9806110290069846
Sag-IA-18-043435_IM7.png,0.9825770251438609,0.9640404118319114
Sag-IA-19-000333_IM6.png,0.9767223570739364,0.9352123098611227
Sag-IA-19-000399_IM11.png,0.9850700986446755,0.9263215298702074
Sag-IA-19-000399_IM12.png,0.9833989528762767,0.9856322974568953
Sag-IA-19-001112_IM9.png,0.9704689255374664,0.9750386519212166
Sag-IA-19-002162_IM9.png,0.9153230916548715,0.9622215799747137
Sag-IA-19-005810_IM9.png,0.9653517112341994,0.6445730357170493
Sag-IA-19-005903_IM7.png,0.9760328318482071,0.7851506878199824
Sag-IA-19-007058_IM13.png,0.9669591545749174,0.860367151100862
Sag-IA-19-007195_IM12.png,0.9725379199576089,0.8921151658971435
Sag-IA-19-008354_IM9.png,0.9685034817324286,0.937173762801618
Sag-IA-19-009810_IM12.png,0.9880930660964172,0.877060884542586
Sag-IA-19-013907_IM9.png,0.9230552983462873,0.9530912979086138
Sag-IA-19-014141_IM9.png,0.9025105420531848,0.8203624929786121
Sag-IA-19-014319_IM11.png,0.9207038277374365,0.9768438030450779
Sag-IA-19-017719_IM9.png,0.9248537589878157,0.8889920879828973
Sag-IA-19-018359_IM11.png,0.9845928207494729,0.7681679620907987
Sag-IA-19-019021_IM14.png,0.9619109895760688,0.8985505925800317
Sag-IA-19-020706_IM11.png,0.9585389343558797,0.9264430665895762
Sag-IA-19-023713_IM8.png,0.9706390117825245,0.9117395847109895
Sag-IB-19-042582_IM6.png,0.9086931547136092,0.9268817155727723
Sag-IB-19-049796_IM8.png,0.9490636147384268,0.7256341021872416
Sag-IB-19-051013_IM11.png,0.9795588722474889,0.9445823064365355
Sag-IB-20-000920_IM5.png,0.9839482619351959,0.9821971826471748
Sag-IB-20-001353_IM8.png,0.9772998772250551,0.9266758226062682
Sag-IB-20-003940_IM7.png,0.9885218728456197,0.8952973353467049
Sag-IB-20-006122_IM11.png,0.9722917140462323,0.968069312843906
Sag-IB-20-009203_IM7.png,0.9498647980136761,0.9202540867629798
Sag-IB-20-010774_IM6.png,0.9518080938407858,0.7279292573838655
Sag-IB-20-011821_IM7.png,0.9570927142899843,0.7788085435534646
Sag-IB-20-024177_IM10.png,0.9758873242430833,0.9600832159138338
Sag-IB-20-026094_IM8.png,0.9564589068052685,0.9047746930121532
Sag-IB-20-027040_IM5.png,0.9467979627396029,0.9771736472747118
Sag-IB-20-028568_IM11.png,0.9780180859964773,0.8948320663765128
Sag-IB-20-030780_IM5.png,0.9804061725865587,0.974359020968602
